Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,CLARK,19,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = BLACK OR AFRICAN AMERICAN, ALONE OR COMBINED WITH OTHER RACES)",1,(H)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,CLARK,19,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",4,29.2
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,CLEVELAND,25,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),9,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,COLUMBIA,27,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),5,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,DALLAS,39,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),6,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,NEVADA,99,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),5,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,OUACHITA,103,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),6,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,UNION,139,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),10,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,ASHLEY,3,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),5,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,CHICOT,17,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),8,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,DESHA,41,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),1,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,DESHA,41,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = BLACK OR AFRICAN AMERICAN, ALONE OR COMBINED WITH OTHER RACES)",4,(H)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,DESHA,41,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",3,29.2
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,DREW,43,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),3,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,JEFFERSON,69,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),2,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,JEFFERSON,69,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = BLACK OR AFRICAN AMERICAN, ALONE OR COMBINED WITH OTHER RACES)",6,(H)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,JEFFERSON,69,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",2,29.2
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,LINCOLN,79,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),4,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,LINCOLN,79,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = BLACK OR AFRICAN AMERICAN, ALONE OR COMBINED WITH OTHER RACES)",2,(H)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,LINCOLN,79,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",3,29.2
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,HEMPSTEAD,57,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),6,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,HOWARD,61,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),6,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,HOWARD,61,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = BLACK OR AFRICAN AMERICAN, ALONE OR COMBINED WITH OTHER RACES)",14,(H)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,HOWARD,61,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",4,29.2
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,LAFAYETTE,73,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),4,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,LITTLE RIVER,81,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),8,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,LITTLE RIVER,81,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = BLACK OR AFRICAN AMERICAN, ALONE OR COMBINED WITH OTHER RACES)", (Z),(H)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,LITTLE RIVER,81,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",5,29.2
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,MILLER,91,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),4,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,MONTGOMERY,97,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),5,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,PIKE,109,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),5,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,SEVIER,133,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (ETHNICITY = HISPANIC),4,(H)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,SEVIER,133,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),6,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,SEVIER,133,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = AMERICAN INDIAN OR ALASKA NATIVE, ALONE OR COMBINED WITH OTHER RACES)",1,(H)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,SEVIER,133,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",4,29.2
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,CRAWFORD,33,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (ETHNICITY = HISPANIC),9,(H)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,CRAWFORD,33,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),6,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,CRAWFORD,33,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = AMERICAN INDIAN OR ALASKA NATIVE, ALONE OR COMBINED WITH OTHER RACES)", (D),(D)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,CRAWFORD,33,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",6,29.2
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,FRANKLIN,47,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),4,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,FRANKLIN,47,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = AMERICAN INDIAN OR ALASKA NATIVE, ALONE OR COMBINED WITH OTHER RACES)",6,(H)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,FRANKLIN,47,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",4,29.2
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,JOHNSON,71,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),6,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,LOGAN,83,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),6,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,LOGAN,83,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = ASIAN, ALONE OR COMBINED WITH OTHER RACES)",11,15.9
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,LOGAN,83,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",5,29.2
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,POLK,113,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),7,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,POLK,113,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = AMERICAN INDIAN OR ALASKA NATIVE, ALONE OR COMBINED WITH OTHER RACES)", (D),(D)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,POLK,113,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",5,29.2
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,POPE,115,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),3,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,POPE,115,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = AMERICAN INDIAN OR ALASKA NATIVE, ALONE OR COMBINED WITH OTHER RACES)",1,(H)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,POPE,115,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",5,29.2
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,SCOTT,127,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),8,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,SCOTT,127,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = ASIAN, ALONE OR COMBINED WITH OTHER RACES)",20,15.9
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,SCOTT,127,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",6,29.2
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,SEBASTIAN,131,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),5,35
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,YELL,149,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (ETHNICITY = HISPANIC),9,(H)
CENSUS,2017,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,YELL,149,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),5,35
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,ALAMEDA,1,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (ETHNICITY = HISPANIC),1,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,ALAMEDA,1,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),4,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (ETHNICITY = HISPANIC),1,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE), (D),(D)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = ASIAN, ALONE OR COMBINED WITH OTHER RACES)",1,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)", (D),(D)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (ETHNICITY = HISPANIC), (D),(D)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE), (D),(D)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MARIN,41,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),4,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (ETHNICITY = HISPANIC),2,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),4,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = AMERICAN INDIAN OR ALASKA NATIVE, ALONE OR COMBINED WITH OTHER RACES)", (D),(D)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = ASIAN, ALONE OR COMBINED WITH OTHER RACES)", (D),(D)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",6,33
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (ETHNICITY = HISPANIC),48,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),25,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = ASIAN, ALONE OR COMBINED WITH OTHER RACES)",69,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",18,33
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (ETHNICITY = HISPANIC),5,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),8,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = ASIAN, ALONE OR COMBINED WITH OTHER RACES)", (D),(D)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",9,33
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (ETHNICITY = HISPANIC),3,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,PRODUCERS: (GENDER = FEMALE),6,(H)
CENSUS,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,,,0,,AG LAND,"AG LAND, (EXCL CROPLAND & PASTURELAND & WOODLAND) - AREA, MEASURED IN PCT OF AG LAND",PRODUCERS,"PRODUCERS: (RACE = AMERICAN INDIAN OR ALASKA NATIVE, ALONE OR COMBINED WITH OTHER RACES)",5,38.3
